estado,codigo_estado,data,semana_epidem,populacao,populacao_2019,is_last,is_repeated,casos_confirmados,casos_por_100k_habitantes,data_atualizacao,taxa_mortalidade,obitos,estado,casos_novos,obitos_novos
São Paulo,35.0,2020-12-21,202052,46289333.0,45919049.0,False,False,1388043,2998.62389,2020-12-21,0.0325,45136,SP,3943,107
São Paulo,35.0,2020-12-22,202052,46289333.0,45919049.0,False,False,1398757,3021.76962,2020-12-22,0.0325,45395,SP,10714,259
São Paulo,35.0,2020-12-23,202052,46289333.0,45919049.0,False,False,1409140,3044.20027,2020-12-23,0.0323,45576,SP,10383,181
São Paulo,35.0,2020-12-24,202052,46289333.0,45919049.0,False,False,1418491,3064.40147,2020-12-24,0.0323,45758,SP,9351,182
São Paulo,35.0,2020-12-25,202052,46289333.0,45919049.0,False,False,1422087,3072.17,2020-12-25,0.0322,45795,SP,3596,37
São Paulo,35.0,2020-12-26,202052,46289333.0,45919049.0,False,False,1423340,3074.8768800000003,2020-12-26,0.0322,45808,SP,1253,13
São Paulo,35.0,2020-12-27,202053,46289333.0,45919049.0,False,False,1426176,3081.00357,2020-12-27,0.0322,45863,SP,2836,55
São Paulo,35.0,2020-12-28,202053,46289333.0,45919049.0,False,False,1427752,3084.4082399999998,2020-12-28,0.0321,45902,SP,1576,39
São Paulo,35.0,2020-12-29,202053,46289333.0,45919049.0,False,False,1440229,3111.36261,2020-12-29,0.0321,46195,SP,12477,293
São Paulo,35.0,2020-12-30,202053,46289333.0,45919049.0,False,False,1452078,3136.9603,2020-12-30,0.032,46477,SP,11849,282
São Paulo,35.0,2020-12-31,202053,46289333.0,45919049.0,False,False,1462297,3159.03666,2020-12-31,0.0319,46717,SP,10219,240
São Paulo,35.0,2021-01-01,202053,46289333.0,45919049.0,False,False,1466191,3167.44897,2021-01-01,0.0319,46775,SP,3894,58
São Paulo,35.0,2021-01-02,202053,46289333.0,45919049.0,False,False,1467953,3171.2554600000003,2021-01-02,0.0319,46808,SP,1762,33
São Paulo,35.0,2021-01-03,202101,46289333.0,45919049.0,False,False,1471422,3178.7496300000003,2021-01-03,0.0318,46845,SP,3469,37
São Paulo,35.0,2021-01-04,202101,46289333.0,45919049.0,False,False,1473670,3183.6060399999997,2021-01-04,0.0318,46888,SP,2248,43
São Paulo,35.0,2021-01-05,202101,46289333.0,45919049.0,False,False,1486551,3211.43318,2021-01-05,0.0318,47222,SP,12881,334
São Paulo,35.0,2021-01-06,202101,46289333.0,45919049.0,False,False,1501085,3242.83135,2021-01-06,0.0317,47511,SP,14534,289
São Paulo,35.0,2021-01-07,202101,46289333.0,45919049.0,False,False,1515158,3273.2336,2021-01-07,0.0315,47768,SP,14073,257
São Paulo,35.0,2021-01-08,202101,46289333.0,45919049.0,False,False,1528952,3303.03312,2021-01-08,0.0314,48029,SP,13794,261
São Paulo,35.0,2021-01-09,202101,46289333.0,45919049.0,False,False,1540513,3328.00864,2021-01-09,0.0314,48298,SP,11561,269
São Paulo,35.0,2021-01-10,202102,46289333.0,45919049.0,False,False,1546132,3340.1475,2021-01-10,0.0313,48351,SP,5619,53
São Paulo,35.0,2021-01-11,202102,46289333.0,45919049.0,False,False,1549142,3346.65008,2021-01-11,0.0312,48379,SP,3010,28
São Paulo,35.0,2021-01-12,202102,46289333.0,45919049.0,False,False,1561844,3374.0905299999995,2021-01-12,0.0312,48662,SP,12702,283
São Paulo,35.0,2021-01-13,202102,46289333.0,45919049.0,False,False,1577119,3407.08949,2021-01-13,0.0311,48985,SP,15275,323
São Paulo,35.0,2021-01-14,202102,46289333.0,45919049.0,False,False,1590829,3436.70755,2021-01-14,0.031,49289,SP,13710,304
São Paulo,35.0,2021-01-15,202102,46289333.0,45919049.0,False,False,1605845,3469.1469799999995,2021-01-15,0.0309,49600,SP,15016,311
São Paulo,35.0,2021-01-16,202102,46289333.0,45919049.0,False,False,1619619,3498.9033,2021-01-16,0.0308,49885,SP,13774,285
São Paulo,35.0,2021-01-17,202103,46289333.0,45919049.0,False,False,1625339,3511.26036,2021-01-17,0.0307,49945,SP,5720,60
São Paulo,35.0,2021-01-18,202103,46289333.0,45919049.0,False,False,1628272,3517.5965899999997,2021-01-18,0.0307,49987,SP,2933,42
São Paulo,35.0,2021-01-19,202103,46289333.0,45919049.0,False,False,1644225,3552.06026,2021-01-19,0.0306,50318,SP,15953,331
São Paulo,35.0,2021-01-20,202103,46289333.0,45919049.0,False,False,1658636,3583.1927,2021-01-20,0.0305,50652,SP,14411,334
São Paulo,35.0,2021-01-21,202103,46289333.0,45919049.0,False,False,1670754,3609.37152,2021-01-21,0.0305,50938,SP,12118,286
São Paulo,35.0,2021-01-22,202103,46289333.0,45919049.0,False,False,1679759,3628.8252399999997,2021-01-22,0.0305,51192,SP,9005,254
São Paulo,35.0,2021-01-23,202103,46289333.0,45919049.0,False,False,1694355,3660.35734,2021-01-23,0.0303,51423,SP,14596,231
São Paulo,35.0,2021-01-24,202104,46289333.0,45919049.0,False,False,1699427,3671.31451,2021-01-24,0.0303,51502,SP,5072,79
São Paulo,35.0,2021-01-25,202104,46289333.0,45919049.0,False,False,1702294,3677.5081600000003,2021-01-25,0.0303,51556,SP,2867,54
São Paulo,35.0,2021-01-26,202104,46289333.0,45919049.0,False,False,1715253,3705.50381,2021-01-26,0.0302,51838,SP,12959,282
São Paulo,35.0,2021-01-27,202104,46289333.0,45919049.0,False,False,1731294,3740.15759,2021-01-27,0.0301,52170,SP,16041,332
São Paulo,35.0,2021-01-28,202104,46289333.0,45919049.0,False,False,1746070,3772.07855,2021-01-28,0.0301,52481,SP,14776,311
São Paulo,35.0,2021-01-29,202104,46289333.0,45919049.0,False,False,1759957,3802.07898,2021-01-29,0.03,52722,SP,13887,241
São Paulo,35.0,2021-01-30,202104,46289333.0,45919049.0,False,False,1773024,3830.30795,2021-01-30,0.0299,52954,SP,13067,232
São Paulo,35.0,2021-01-31,202105,46289333.0,45919049.0,False,False,1777368,3839.6924,2021-01-31,0.0298,53034,SP,4344,80
São Paulo,35.0,2021-02-01,202105,46289333.0,45919049.0,False,False,1779722,3844.7778,2021-02-01,0.0298,53090,SP,2354,56
São Paulo,35.0,2021-02-02,202105,46289333.0,45919049.0,False,False,1794019,3875.6639700000005,2021-02-02,0.0298,53455,SP,14297,365
São Paulo,35.0,2021-02-03,202105,46289333.0,45919049.0,False,False,1807009,3903.7265899999998,2021-02-03,0.0297,53704,SP,12990,249
São Paulo,35.0,2021-02-04,202105,46289333.0,45919049.0,False,False,1820941,3933.82424,2021-02-04,0.0297,53997,SP,13932,293
São Paulo,35.0,2021-02-05,202105,46289333.0,45919049.0,False,False,1833163,3960.2277299999996,2021-02-05,0.0296,54324,SP,12222,327
São Paulo,35.0,2021-02-06,202105,46289333.0,45919049.0,False,False,1845086,3985.98528,2021-02-06,0.0296,54545,SP,11923,221
São Paulo,35.0,2021-02-07,202106,46289333.0,45919049.0,False,False,1849334,3995.16234,2021-02-07,0.0295,54614,SP,4248,69
São Paulo,35.0,2021-02-08,202106,46289333.0,45919049.0,False,False,1851776,4000.43785,2021-02-08,0.0295,54663,SP,2442,49
São Paulo,35.0,2021-02-09,202106,46289333.0,45919049.0,False,False,1864977,4028.9563,2021-02-09,0.0295,55087,SP,13201,424
São Paulo,35.0,2021-02-10,202106,46289333.0,45919049.0,False,False,1878802,4058.8228,2021-02-10,0.0295,55419,SP,13825,332
São Paulo,35.0,2021-02-11,202106,46289333.0,45919049.0,False,False,1889969,4082.9471399999998,2021-02-11,0.0295,55742,SP,11167,323
São Paulo,35.0,2021-02-12,202106,46289333.0,45919049.0,False,False,1901574,4108.017720000001,2021-02-12,0.0294,55971,SP,11605,229
São Paulo,35.0,2021-02-13,202106,46289333.0,45919049.0,False,False,1911411,4129.26883,2021-02-13,0.0294,56191,SP,9837,220
São Paulo,35.0,2021-02-14,202107,46289333.0,45919049.0,False,False,1913598,4133.993460000001,2021-02-14,0.0294,56266,SP,2187,75
São Paulo,35.0,2021-02-15,202107,46289333.0,45919049.0,False,False,1915914,4138.996770000001,2021-02-15,0.0294,56304,SP,2316,38
São Paulo,35.0,2021-02-16,202107,46289333.0,45919049.0,False,False,1927410,4163.83187,2021-02-16,0.0294,56702,SP,11496,398
São Paulo,35.0,2021-02-17,202107,46289333.0,45919049.0,False,False,1938712,4188.24786,2021-02-17,0.0294,56960,SP,11302,258
São Paulo,35.0,2021-02-18,202107,46289333.0,45919049.0,False,False,1949459,4211.464870000001,2021-02-18,0.0294,57240,SP,10747,280
São Paulo,35.0,2021-02-19,202107,46289333.0,45919049.0,False,False,1960564,4235.45528,2021-02-19,0.0293,57499,SP,11105,259
São Paulo,35.0,2021-02-20,202107,46289333.0,45919049.0,False,False,1971423,4258.91425,2021-02-20,0.0293,57743,SP,10859,244
São Paulo,35.0,2021-02-21,202108,46289333.0,45919049.0,False,False,1975927,4268.64435,2021-02-21,0.0293,57799,SP,4504,56
São Paulo,35.0,2021-02-22,202108,46289333.0,45919049.0,False,False,1978477,4274.153179999999,2021-02-22,0.0292,57842,SP,2550,43
São Paulo,35.0,2021-02-23,202108,46289333.0,45919049.0,False,False,1990554,4300.2434299999995,2021-02-23,0.0292,58199,SP,12077,357
São Paulo,35.0,2021-02-24,202108,46289333.0,45919049.0,False,False,2002640,4326.35311,2021-02-24,0.0292,58528,SP,12086,329
São Paulo,35.0,2021-02-25,202108,46289333.0,45919049.0,False,False,2014529,4352.03722,2021-02-25,0.0292,58873,SP,11889,345
São Paulo,35.0,2021-02-26,202108,46289333.0,45919049.0,False,False,2026125,4377.08835,2021-02-26,0.0292,59129,SP,11596,256
São Paulo,35.0,2021-02-27,202108,46289333.0,45919049.0,False,False,2037267,4401.15869,2021-02-27,0.0292,59428,SP,11142,299
São Paulo,35.0,2021-02-28,202109,46289333.0,45919049.0,False,False,2041628,4410.57986,2021-02-28,0.0291,59493,SP,4361,65
São Paulo,35.0,2021-03-01,202109,46289333.0,45919049.0,False,False,2044699,4417.214220000001,2021-03-01,0.0291,59546,SP,3071,53
São Paulo,35.0,2021-03-02,202109,46289333.0,45919049.0,False,False,2054867,4439.1804,2021-03-02,0.0292,60014,SP,10168,468
São Paulo,35.0,2021-03-03,202109,46289333.0,45919049.0,False,False,2068616,4468.88271,2021-03-03,0.0292,60381,SP,13749,367
São Paulo,35.0,2021-03-04,202109,46289333.0,45919049.0,False,False,2080852,4495.31645,2021-03-04,0.0292,60694,SP,12236,313
São Paulo,35.0,2021-03-05,202109,46289333.0,45919049.0,False,False,2093924,4523.55622,2021-03-05,0.0292,61064,SP,13072,370
São Paulo,35.0,2021-03-06,202109,46289333.0,45919049.0,False,False,2107687,4553.28877,2021-03-06,0.0291,61417,SP,13763,353
São Paulo,35.0,2021-03-07,202110,46289333.0,45919049.0,False,False,2113738,4566.36089,2021-03-07,0.0291,61463,SP,6051,46
São Paulo,35.0,2021-03-08,202110,46289333.0,45919049.0,False,False,2117962,4575.48611,2021-03-08,0.0291,61584,SP,4224,121
São Paulo,35.0,2021-03-09,202110,46289333.0,45919049.0,False,False,2134020,4610.1766,2021-03-09,0.0291,62101,SP,16058,517
São Paulo,35.0,2021-03-10,202110,46289333.0,45919049.0,False,False,2149561,4643.75021,2021-03-10,0.0291,62570,SP,15541,469
São Paulo,35.0,2021-03-11,202110,46289333.0,45919049.0,False,False,2164066,4675.08573,2021-03-11,0.0291,63010,SP,14505,440
São Paulo,35.0,2021-03-12,202110,46289333.0,45919049.0,False,False,2179786,4709.0460299999995,2021-03-12,0.0291,63531,SP,15720,521
São Paulo,35.0,2021-03-13,202110,46289333.0,45919049.0,False,False,2195130,4742.19406,2021-03-13,0.0291,63965,SP,15344,434
São Paulo,35.0,2021-03-14,202111,46289333.0,45919049.0,False,False,2202983,4759.15909,2021-03-14,0.0291,64123,SP,7853,158
São Paulo,35.0,2021-03-15,202111,46289333.0,45919049.0,False,False,2208242,4770.52024,2021-03-15,0.0291,64223,SP,5259,100
São Paulo,35.0,2021-03-16,202111,46289333.0,45919049.0,False,False,2225926,4808.72343,2021-03-16,0.0292,64902,SP,17684,679
São Paulo,35.0,2021-03-17,202111,46289333.0,45919049.0,False,False,2243868,4847.48398,2021-03-17,0.0292,65519,SP,17942,617
São Paulo,35.0,2021-03-18,202111,46289333.0,45919049.0,False,False,2261360,4885.272379999999,2021-03-18,0.0293,66178,SP,17492,659
São Paulo,35.0,2021-03-19,202111,46289333.0,45919049.0,False,False,2280033,4925.6121299999995,2021-03-19,0.0293,66798,SP,18673,620
São Paulo,35.0,2021-03-20,202111,46289333.0,45919049.0,False,False,2298061,4964.55847,2021-03-20,0.0293,67414,SP,18028,616
São Paulo,35.0,2021-03-21,202112,46289333.0,45919049.0,False,False,2306326,4982.41355,2021-03-21,0.0293,67558,SP,8265,144
São Paulo,35.0,2021-03-22,202112,46289333.0,45919049.0,False,False,2311101,4992.7291,2021-03-22,0.0293,67602,SP,4775,44
São Paulo,35.0,2021-03-23,202112,46289333.0,45919049.0,False,False,2332043,5037.97063,2021-03-23,0.0294,68623,SP,20942,1021
São Paulo,35.0,2021-03-24,202112,46289333.0,45919049.0,False,False,2352438,5082.03045,2021-03-24,0.0293,68904,SP,20395,281
São Paulo,35.0,2021-03-25,202112,46289333.0,45919049.0,False,False,2370885,5121.88197,2021-03-25,0.0293,69503,SP,18447,599
São Paulo,35.0,2021-03-26,202112,46289333.0,45919049.0,False,False,2392374,5168.30519,2021-03-26,0.0296,70696,SP,21489,1193
São Paulo,35.0,2021-03-27,202112,46289333.0,45919049.0,False,False,2410498,5207.45892,2021-03-27,0.0298,71747,SP,18124,1051
São Paulo,35.0,2021-03-28,202113,46289333.0,45919049.0,False,False,2420100,5228.20236,2021-03-28,0.0297,71991,SP,9602,244
São Paulo,35.0,2021-03-29,202113,46289333.0,45919049.0,False,False,2425320,5239.47926,2021-03-29,0.0298,72283,SP,5220,292
São Paulo,35.0,2021-03-30,202113,46289333.0,45919049.0,False,False,2446680,5285.6238,2021-03-30,0.03,73492,SP,21360,1209
São Paulo,35.0,2021-03-31,202113,46289333.0,45919049.0,False,False,2469849,5335.67636,2021-03-31,0.0302,74652,SP,23169,1160
São Paulo,35.0,2021-04-01,202113,46289333.0,45919049.0,False,False,2496416,5393.06972,2021-04-01,0.0303,75734,SP,26567,1082
São Paulo,35.0,2021-04-02,202113,46289333.0,45919049.0,False,False,2513178,5429.28108,2021-04-02,0.0305,76552,SP,16762,818
São Paulo,35.0,2021-04-03,202113,46289333.0,45919049.0,False,False,2520204,5444.45953,2021-04-03,0.0305,76750,SP,7026,198
São Paulo,35.0,2021-04-04,202114,46289333.0,45919049.0,False,False,2527400,5460.00522,2021-04-04,0.0305,77020,SP,7196,270
São Paulo,35.0,2021-04-05,202114,46289333.0,45919049.0,False,False,2532047,5470.04425,2021-04-05,0.0305,77165,SP,4647,145
São Paulo,35.0,2021-04-06,202114,46289333.0,45919049.0,False,False,2554841,5519.2867,2021-04-06,0.0307,78554,SP,22794,1389
São Paulo,35.0,2021-04-07,202114,46289333.0,45919049.0,False,False,2576362,5565.77905,2021-04-07,0.0308,79443,SP,21521,889
São Paulo,35.0,2021-04-08,202114,46289333.0,45919049.0,False,False,2597366,5611.15452,2021-04-08,0.0311,80742,SP,21004,1299
São Paulo,35.0,2021-04-09,202114,46289333.0,45919049.0,False,False,2618067,5655.8754,2021-04-09,0.0312,81750,SP,20701,1008
São Paulo,35.0,2021-04-10,202114,46289333.0,45919049.0,False,False,2635378,5693.27279,2021-04-10,0.0313,82407,SP,17311,657
São Paulo,35.0,2021-04-11,202115,46289333.0,45919049.0,False,False,2643534,5710.8924,2021-04-11,0.0314,82917,SP,8156,510
São Paulo,35.0,2021-04-12,202115,46289333.0,45919049.0,False,False,2648844,5722.36372,2021-04-12,0.0314,83098,SP,5310,181
São Paulo,35.0,2021-04-13,202115,46289333.0,45919049.0,False,False,2667241,5762.10722,2021-04-13,0.0316,84380,SP,18397,1282
São Paulo,35.0,2021-04-14,202115,46289333.0,45919049.0,False,False,2686031,5802.699729999999,2021-04-14,0.0318,85475,SP,18790,1095
São Paulo,35.0,2021-04-15,202115,46289333.0,45919049.0,False,False,2704098,5841.730320000001,2021-04-15,0.032,86535,SP,18067,1060
São Paulo,35.0,2021-04-16,202115,46289333.0,45919049.0,False,False,2722077,5880.5708,2021-04-16,0.0321,87326,SP,17979,791
São Paulo,35.0,2021-04-17,202115,46289333.0,45919049.0,False,False,2739823,5918.907929999999,2021-04-17,0.0322,88097,SP,17746,771
São Paulo,35.0,2021-04-18,202116,46289333.0,45919049.0,False,False,2746217,5932.721039999999,2021-04-18,0.0322,88350,SP,6394,253
São Paulo,35.0,2021-04-19,202116,46289333.0,45919049.0,False,False,2750300,5941.54165,2021-04-19,0.0322,88528,SP,4083,178
São Paulo,35.0,2021-04-20,202116,46289333.0,45919049.0,False,False,2769360,5982.717439999999,2021-04-20,0.0324,89650,SP,19060,1122
São Paulo,35.0,2021-04-21,202116,46289333.0,45919049.0,False,False,2786483,6019.7086899999995,2021-04-21,0.0325,90627,SP,17123,977
São Paulo,35.0,2021-04-22,202116,46289333.0,45919049.0,False,False,2793750,6035.407770000001,2021-04-22,0.0325,90810,SP,7267,183
São Paulo,35.0,2021-04-23,202116,46289333.0,45919049.0,False,False,2811562,6073.887479999999,2021-04-23,0.0326,91673,SP,17812,863
São Paulo,35.0,2021-04-24,202116,46289333.0,45919049.0,False,False,2827833,6109.03812,2021-04-24,0.0327,92548,SP,16271,875
São Paulo,35.0,2021-04-25,202117,46289333.0,45919049.0,False,False,2834321,6123.05431,2021-04-25,0.0327,92693,SP,6488,145
São Paulo,35.0,2021-04-26,202117,46289333.0,45919049.0,False,False,2838233,6131.5055,2021-04-26,0.0327,92798,SP,3912,105
São Paulo,35.0,2021-04-27,202117,46289333.0,45919049.0,False,False,2856225,6170.37407,2021-04-27,0.0329,93842,SP,17992,1044
São Paulo,35.0,2021-04-28,202117,46289333.0,45919049.0,False,False,2873238,6207.12768,2021-04-28,0.0329,94656,SP,17013,814
São Paulo,35.0,2021-04-29,202117,46289333.0,45919049.0,False,False,2888158,6239.35972,2021-04-29,0.0331,95532,SP,14920,876
São Paulo,35.0,2021-04-30,202117,46289333.0,45919049.0,False,False,2903709,6272.95494,2021-04-30,0.0331,96191,SP,15551,659
São Paulo,35.0,2021-05-01,202117,46289333.0,45919049.0,False,False,2918044,6303.9232,2021-05-01,0.0332,96941,SP,14335,750
São Paulo,35.0,2021-05-02,202118,46289333.0,45919049.0,False,False,2923367,6315.4226100000005,2021-05-02,0.0332,97058,SP,5323,117
São Paulo,35.0,2021-05-03,202118,46289333.0,45919049.0,False,False,2926516,6322.22547,2021-05-03,0.0332,97172,SP,3149,114
São Paulo,35.0,2021-05-04,202118,46289333.0,45919049.0,False,False,2941980,6355.632729999999,2021-05-04,0.0333,98021,SP,15464,849
São Paulo,35.0,2021-05-05,202118,46289333.0,45919049.0,False,False,2956210,6386.37416,2021-05-05,0.0334,98710,SP,14230,689
São Paulo,35.0,2021-05-06,202118,46289333.0,45919049.0,False,False,2969680,6415.47373,2021-05-06,0.0335,99406,SP,13470,696
São Paulo,35.0,2021-05-07,202118,46289333.0,45919049.0,False,False,2984182,6446.80277,2021-05-07,0.0335,99989,SP,14502,583
São Paulo,35.0,2021-05-08,202118,46289333.0,45919049.0,False,False,2997282,6475.1030200000005,2021-05-08,0.0336,100649,SP,13100,660
São Paulo,35.0,2021-05-09,202119,46289333.0,45919049.0,False,False,3003067,6487.6005,2021-05-09,0.0336,100799,SP,5785,150
São Paulo,35.0,2021-05-10,202119,46289333.0,45919049.0,False,False,3006250,6494.47682,2021-05-10,0.0335,100854,SP,3183,55
São Paulo,35.0,2021-05-11,202119,46289333.0,45919049.0,False,False,3022568,6529.729,2021-05-11,0.0336,101660,SP,16318,806
São Paulo,35.0,2021-05-12,202119,46289333.0,45919049.0,False,False,3038240,6563.58561,2021-05-12,0.0337,102356,SP,15672,696
São Paulo,35.0,2021-05-13,202119,46289333.0,45919049.0,False,False,3053889,6597.39254,2021-05-13,0.0337,102934,SP,15649,578
São Paulo,35.0,2021-05-14,202119,46289333.0,45919049.0,False,False,3069804,6631.77411,2021-05-14,0.0337,103493,SP,15915,559
São Paulo,35.0,2021-05-15,202119,46289333.0,45919049.0,False,False,3085290,6665.2289,2021-05-15,0.0337,103995,SP,15486,502
São Paulo,35.0,2021-05-16,202120,46289333.0,45919049.0,False,False,3092844,6681.54799,2021-05-16,0.0337,104219,SP,7554,224
São Paulo,35.0,2021-05-17,202120,46289333.0,45919049.0,False,False,3096845,6690.19145,2021-05-17,0.0337,104295,SP,4001,76
São Paulo,35.0,2021-05-18,202120,46289333.0,45919049.0,False,False,3112624,6724.27922,2021-05-18,0.0338,105105,SP,15779,810
São Paulo,35.0,2021-05-19,202120,46289333.0,45919049.0,False,False,3129412,6760.54675,2021-05-19,0.0338,105852,SP,16788,747
São Paulo,35.0,2021-05-20,202120,46289333.0,45919049.0,False,False,3147348,6799.29434,2021-05-20,0.0338,106437,SP,17936,585
São Paulo,35.0,2021-05-21,202120,46289333.0,45919049.0,False,False,3163859,6834.963470000001,2021-05-21,0.0338,107017,SP,16511,580
São Paulo,35.0,2021-05-22,202120,46289333.0,45919049.0,False,False,3180595,6871.118670000001,2021-05-22,0.0338,107497,SP,16736,480
São Paulo,35.0,2021-05-23,202121,46289333.0,45919049.0,False,False,3188105,6887.342709999999,2021-05-23,0.0338,107614,SP,7510,117
São Paulo,35.0,2021-05-24,202121,46289333.0,45919049.0,False,False,3192727,6897.32773,2021-05-24,0.0337,107677,SP,4622,63
São Paulo,35.0,2021-05-25,202121,46289333.0,45919049.0,False,False,3210204,6935.083729999999,2021-05-25,0.0338,108575,SP,17477,898
São Paulo,35.0,2021-05-26,202121,46289333.0,45919049.0,False,False,3226875,6971.0985,2021-05-26,0.0339,109241,SP,16671,666
São Paulo,35.0,2021-05-27,202121,46289333.0,45919049.0,False,False,3239657,6998.71178,2021-05-27,0.0339,109850,SP,12782,609
São Paulo,35.0,2021-05-28,202121,46289333.0,45919049.0,False,False,3241240,7002.1315700000005,2021-05-28,0.0341,110553,SP,1583,703
São Paulo,35.0,2021-05-29,202121,46289333.0,45919049.0,False,False,3254893,7031.626490000001,2021-05-29,0.0341,111123,SP,13653,570
São Paulo,35.0,2021-05-30,202122,46289333.0,45919049.0,False,False,3265930,7055.4699900000005,2021-05-30,0.0341,111304,SP,11037,181
São Paulo,35.0,2021-05-31,202122,46289333.0,45919049.0,False,False,3272043,7068.67606,2021-05-31,0.034,111374,SP,6113,70
São Paulo,35.0,2021-06-01,202122,46289333.0,45919049.0,False,False,3291509,7110.728940000001,2021-06-01,0.0341,112210,SP,19466,836
São Paulo,35.0,2021-06-02,202122,46289333.0,45919049.0,False,False,3314631,7160.67998,2021-06-02,0.0341,112927,SP,23122,717
São Paulo,35.0,2021-06-03,202122,46289333.0,45919049.0,False,False,3334364,7203.309670000001,2021-06-03,0.034,113441,SP,19733,514
São Paulo,35.0,2021-06-04,202122,46289333.0,45919049.0,False,False,3338262,7211.73062,2021-06-04,0.034,113474,SP,3898,33
São Paulo,35.0,2021-06-05,202122,46289333.0,45919049.0,False,False,3355201,7248.32436,2021-06-05,0.034,114192,SP,16939,718
São Paulo,35.0,2021-06-06,202123,46289333.0,45919049.0,False,False,3365160,7269.839040000001,2021-06-06,0.034,114404,SP,9959,212
São Paulo,35.0,2021-06-07,202123,46289333.0,45919049.0,False,False,3370234,7280.800520000001,2021-06-07,0.034,114542,SP,5074,138
São Paulo,35.0,2021-06-08,202123,46289333.0,45919049.0,False,False,3378256,7298.13065,2021-06-08,0.0341,115309,SP,8022,767
São Paulo,35.0,2021-06-09,202123,46289333.0,45919049.0,False,False,3382448,7307.186729999999,2021-06-09,0.0343,115960,SP,4192,651
São Paulo,35.0,2021-06-10,202123,46289333.0,45919049.0,False,False,3405481,7356.9455,2021-06-10,0.0343,116693,SP,23033,733
São Paulo,35.0,2021-06-11,202123,46289333.0,45919049.0,False,False,3428356,7406.362929999999,2021-06-11,0.0342,117344,SP,22875,651
São Paulo,35.0,2021-06-12,202123,46289333.0,45919049.0,False,False,3449577,7452.207190000001,2021-06-12,0.0342,117887,SP,21221,543
São Paulo,35.0,2021-06-13,202124,46289333.0,45919049.0,False,False,3458849,7472.23772,2021-06-13,0.0342,118121,SP,9272,234
São Paulo,35.0,2021-06-14,202124,46289333.0,45919049.0,False,False,3464158,7483.70688,2021-06-14,0.0341,118213,SP,5309,92
São Paulo,35.0,2021-06-15,202124,46289333.0,45919049.0,False,False,3487385,7533.88475,2021-06-15,0.0342,119110,SP,23227,897
São Paulo,35.0,2021-06-16,202124,46289333.0,45919049.0,False,False,3509967,7582.669209999999,2021-06-16,0.0342,119905,SP,22582,795
São Paulo,35.0,2021-06-17,202124,46289333.0,45919049.0,False,False,3525021,7615.190740000001,2021-06-17,0.0342,120524,SP,15054,619
São Paulo,35.0,2021-06-18,202124,46289333.0,45919049.0,False,False,3552727,7675.0447,2021-06-18,0.0341,121238,SP,27706,714
São Paulo,35.0,2021-06-19,202124,46289333.0,45919049.0,False,False,3573210,7719.294640000001,2021-06-19,0.0341,121960,SP,20483,722
São Paulo,35.0,2021-06-20,202125,46289333.0,45919049.0,False,False,3582792,7739.99487,2021-06-20,0.0341,122160,SP,9582,200
São Paulo,35.0,2021-06-21,202125,46289333.0,45919049.0,False,False,3587646,7750.48109,2021-06-21,0.0341,122258,SP,4854,98
São Paulo,35.0,2021-06-22,202125,46289333.0,45919049.0,False,False,3610743,7800.37811,2021-06-22,0.0341,123101,SP,23097,843
São Paulo,35.0,2021-06-23,202125,46289333.0,45919049.0,False,False,3630251,7842.5217299999995,2021-06-23,0.0341,123825,SP,19508,724
São Paulo,35.0,2021-06-24,202125,46289333.0,45919049.0,False,False,3648202,7881.30172,2021-06-24,0.0342,124606,SP,17951,781
São Paulo,35.0,2021-06-25,202125,46289333.0,45919049.0,False,False,3669196,7926.65559,2021-06-25,0.0342,125378,SP,20994,772
São Paulo,35.0,2021-06-26,202125,46289333.0,45919049.0,False,False,3688128,7967.554859999999,2021-06-26,0.0341,125916,SP,18932,538
São Paulo,35.0,2021-06-27,202126,46289333.0,45919049.0,False,False,3696093,7984.76185,2021-06-27,0.0341,126050,SP,7965,134
São Paulo,35.0,2021-06-28,202126,46289333.0,45919049.0,True,False,3700378,7994.018840000001,2021-06-28,0.0341,126112,SP,4285,62
